,wikidataID,attractionName
100,http://www.wikidata.org/entity/Q204332,Schloss Atzenbrugg
101,http://www.wikidata.org/entity/Q281725,Wagenburg
102,http://www.wikidata.org/entity/Q293851,ÖSPAG
103,http://www.wikidata.org/entity/Q174552,Technopolis
104,http://www.wikidata.org/entity/Q211262,Museu Calouste Gulbenkian
105,http://www.wikidata.org/entity/Q212459,Museu Nacional de Arte Antiga
106,http://www.wikidata.org/entity/Q264190,Caramulo-Museum
107,http://www.wikidata.org/entity/Q165366,Anne-Frank-Haus
108,http://www.wikidata.org/entity/Q260913,Centraal Museum Utrecht
109,http://www.wikidata.org/entity/Q281903,Stedelijk Museum Het Prinsenhof
110,http://www.wikidata.org/entity/Q169369,Château Pastré
111,http://www.wikidata.org/entity/Q197482,Château des Rochers-Sévigné
112,http://www.wikidata.org/entity/Q199335,Musée de la Faïence de Marseille
113,http://www.wikidata.org/entity/Q251672,Schloss Borély
114,http://www.wikidata.org/entity/Q259897,Kélonia
115,http://www.wikidata.org/entity/Q273593,École nationale supérieure des beaux-arts de Paris
116,http://www.wikidata.org/entity/Q273653,Écomusée d’Alsace
117,http://www.wikidata.org/entity/Q212065,Edinburgh Castle
118,http://www.wikidata.org/entity/Q213322,Victoria and Albert Museum
119,http://www.wikidata.org/entity/Q250522,Heralds’ Museum
120,http://www.wikidata.org/entity/Q164502,Haus Ludwig
121,http://www.wikidata.org/entity/Q167314,Residenzschloss Dresden
122,http://www.wikidata.org/entity/Q176941,Abenteuermuseum
123,http://www.wikidata.org/entity/Q179134,Museum zur Vorgeschichte des Films
124,http://www.wikidata.org/entity/Q186043,Zeitgeschichtliches Forum Leipzig
125,http://www.wikidata.org/entity/Q191193,Zentrum für Außergewöhnliche Museen
126,http://www.wikidata.org/entity/Q191397,Zeppelin-Museum Meersburg
127,http://www.wikidata.org/entity/Q191399,Zeppelin-Museum Zeppelinheim
128,http://www.wikidata.org/entity/Q191427,Zeppelin Museum
129,http://www.wikidata.org/entity/Q198590,Ziegelei Erbs
130,http://www.wikidata.org/entity/Q198593,Ziegelei Lage
131,http://www.wikidata.org/entity/Q198603,Ziegeleimuseum Glindow
132,http://www.wikidata.org/entity/Q205072,Zinnfigurenklause
133,http://www.wikidata.org/entity/Q218736,Zollmuseum Habkirchen
134,http://www.wikidata.org/entity/Q227776,Zucker-Museum
135,http://www.wikidata.org/entity/Q228479,Zugpferdemuseum
136,http://www.wikidata.org/entity/Q253745,Bauernhausmuseum Amerang
137,http://www.wikidata.org/entity/Q254134,Ägyptisches Museum der Universität Leipzig
138,http://www.wikidata.org/entity/Q263491,Haus der Geschichte Baden-Württemberg
139,http://www.wikidata.org/entity/Q264209,Valentin-Musäum
140,http://www.wikidata.org/entity/Q264941,Holzknechtmuseum Ruhpolding
141,http://www.wikidata.org/entity/Q266565,Markus Wasmeier Bauernhof- und Wintersportmuseum
142,http://www.wikidata.org/entity/Q276846,Franckesche Stiftungen
143,http://www.wikidata.org/entity/Q278978,Museum für Völkerkunde Dresden
144,http://www.wikidata.org/entity/Q223373,Estnisches Seefahrtsmuseum
145,http://www.wikidata.org/entity/Q227602,Zubrnice
146,http://www.wikidata.org/entity/Q289034,Kleinkarpatisches Museum
147,http://www.wikidata.org/entity/Q276553,Kirche von Bojana
148,http://www.wikidata.org/entity/Q301815,Thrakergrab von Kasanlak
149,http://www.wikidata.org/entity/Q573932,Museo de las Minas de Bellmunt del Priorat
150,http://www.wikidata.org/entity/Q597912,Cider Museum
151,http://www.wikidata.org/entity/Q616329,Museo del Grabado de Goya
152,http://www.wikidata.org/entity/Q634421,Centre de Documentació i Museu de les Arts Escèniques
153,http://www.wikidata.org/entity/Q595802,Plantin-Moretus-Museum
154,http://www.wikidata.org/entity/Q609692,musée du transport urbain bruxellois
155,http://www.wikidata.org/entity/Q630822,Svindersvik
156,http://www.wikidata.org/entity/Q592625,Kunstgießerei
157,http://www.wikidata.org/entity/Q608779,Jüdisches Gemeindezentrum in Krakau
158,http://www.wikidata.org/entity/Q543175,Alpenfaunamuseum
159,http://www.wikidata.org/entity/Q573881,Basilika San Lorenzo
160,http://www.wikidata.org/entity/Q597527,Villa Mansi
161,http://www.wikidata.org/entity/Q607126,Castello di Fénis
162,http://www.wikidata.org/entity/Q623612,Ara Pacis
163,http://www.wikidata.org/entity/Q589092,Porsche Museum Gmünd
164,http://www.wikidata.org/entity/Q593463,Kernkraftwerk Zwentendorf
165,http://www.wikidata.org/entity/Q550576,Weißer Turm
166,http://www.wikidata.org/entity/Q599223,Palácio Nacional de Mafra
167,http://www.wikidata.org/entity/Q572230,Schloss Hoensbroek
168,http://www.wikidata.org/entity/Q572269,Schloss Amerongen
169,http://www.wikidata.org/entity/Q601223,Eise Eisinga Planetarium
170,http://www.wikidata.org/entity/Q603892,Space Expo Noordwijk
171,http://www.wikidata.org/entity/Q623558,Oude Kerk
172,http://www.wikidata.org/entity/Q547789,Maison de Balzac
173,http://www.wikidata.org/entity/Q549143,Cabinet des Médailles
174,http://www.wikidata.org/entity/Q565125,Elsässisches Museum
175,http://www.wikidata.org/entity/Q578771,Palais du Tau
176,http://www.wikidata.org/entity/Q589336,Musée Curie
177,http://www.wikidata.org/entity/Q611062,Musée de la Grande Guerre du Pays de Meaux
178,http://www.wikidata.org/entity/Q614450,Palais de la Découverte
179,http://www.wikidata.org/entity/Q560033,NS-Dokumentationszentrum der Stadt Köln
180,http://www.wikidata.org/entity/Q565296,Anne Frank Zentrum
181,http://www.wikidata.org/entity/Q569445,Martin-Gropius-Bau
182,http://www.wikidata.org/entity/Q570472,Forschungs- und Gedenkstätte Normannenstraße
183,http://www.wikidata.org/entity/Q570620,Kupferstich-Kabinett (Staatliche Kunstsammlungen Dresden)
184,http://www.wikidata.org/entity/Q571728,Deutsches Currywurst Museum Berlin
185,http://www.wikidata.org/entity/Q571773,Rüstkammer
186,http://www.wikidata.org/entity/Q573656,Schweriner Schloss
187,http://www.wikidata.org/entity/Q573662,Marmorpalais
188,http://www.wikidata.org/entity/Q573672,Märkisches Museum
189,http://www.wikidata.org/entity/Q573676,Drachenhaus
190,http://www.wikidata.org/entity/Q574088,Türckische Cammer
191,http://www.wikidata.org/entity/Q574690,Anti-Kriegs-Museum
192,http://www.wikidata.org/entity/Q574723,Schloss Mannheim
193,http://www.wikidata.org/entity/Q576074,Antikenmuseum der Universität Leipzig
194,http://www.wikidata.org/entity/Q576077,Antikenmuseum im Schnoor
195,http://www.wikidata.org/entity/Q598975,Uniseum
196,http://www.wikidata.org/entity/Q613228,Friesenmuseum
197,http://www.wikidata.org/entity/Q620535,Apotheken-Museum Bad Münstereifel
198,http://www.wikidata.org/entity/Q620547,Apothekenmuseum Schiltach
199,http://www.wikidata.org/entity/Q620550,Apothekenmuseum Weißenburg
200,http://www.wikidata.org/entity/Q623176,Aquarius-Wassermuseum
201,http://www.wikidata.org/entity/Q623210,Aquazoo – Löbbecke Museum
202,http://www.wikidata.org/entity/Q627507,Arbeitsgemeinschaft Geesthachter Eisenbahn
203,http://www.wikidata.org/entity/Q630433,Arboretum Lohbrügge
204,http://www.wikidata.org/entity/Q636509,Archäologie-Museum Schloss Neuburg an der Donau
205,http://www.wikidata.org/entity/Q625590,Okkupationsmuseum
206,http://www.wikidata.org/entity/Q608318,Antonín Dvořák Museum
207,http://www.wikidata.org/entity/Q631349,Náprstek-Museum
208,http://www.wikidata.org/entity/Q623662,Muzeul Țăranului Român
209,http://www.wikidata.org/entity/Q339765,Moschee des Pascha Jakowali Hassan
210,http://www.wikidata.org/entity/Q372376,Haus des Terrors
211,http://www.wikidata.org/entity/Q429192,Capilla Real
212,http://www.wikidata.org/entity/Q366672,Schloss Löfstad
213,http://www.wikidata.org/entity/Q378377,Världskulturmuseet
214,http://www.wikidata.org/entity/Q388667,Universeum
215,http://www.wikidata.org/entity/Q396260,Smålands museum
216,http://www.wikidata.org/entity/Q318577,Abelines Gård
217,http://www.wikidata.org/entity/Q301861,Offizierslager II C
218,http://www.wikidata.org/entity/Q323860,Museum der Opfer des Genozids
219,http://www.wikidata.org/entity/Q368346,Villa Medici von Careggi
220,http://www.wikidata.org/entity/Q388448,Museo nazionale del Bargello
221,http://www.wikidata.org/entity/Q304037,Österreichische Nationalbibliothek
222,http://www.wikidata.org/entity/Q306604,Österreichisches Filmmuseum
223,http://www.wikidata.org/entity/Q306611,Österreichisches Freilichtmuseum
224,http://www.wikidata.org/entity/Q306615,Österreichisches Gartenbaumuseum
225,http://www.wikidata.org/entity/Q306628,Österreichisches Gesellschafts- und Wirtschaftsmuseum
226,http://www.wikidata.org/entity/Q306671,Österreichisches Luftfahrtmuseum
227,http://www.wikidata.org/entity/Q306678,Volkskundemuseum Wien
228,http://www.wikidata.org/entity/Q315889,"Kollegiatstift, später Benediktinerkloster St. Maria, Lambach, Österreich"
229,http://www.wikidata.org/entity/Q317940,Stift St. Lambrecht
230,http://www.wikidata.org/entity/Q320907,Burg Falkenstein
231,http://www.wikidata.org/entity/Q334274,"Domstift Seckau, Österreich"
232,http://www.wikidata.org/entity/Q340128,Schloss Rosenau
233,http://www.wikidata.org/entity/Q356289,Hofburg
234,http://www.wikidata.org/entity/Q365970,Burg Raabs an der Thaya
235,http://www.wikidata.org/entity/Q368261,"Augustinerchorherrenstift Herzogenburg, zeitweise Doppelstift, Österreich"
236,http://www.wikidata.org/entity/Q378012,"Benediktinerkloster Mondsee, Österreich"
237,http://www.wikidata.org/entity/Q383813,Klostermarienberg
238,http://www.wikidata.org/entity/Q385428,"Benediktinerkloster Altenburg, Österreich"
239,http://www.wikidata.org/entity/Q385745,"Benediktinerkloster Seitenstetten, Österreich"
240,http://www.wikidata.org/entity/Q385797,Stift Stams
241,http://www.wikidata.org/entity/Q387667,Mozarthaus Vienna
242,http://www.wikidata.org/entity/Q388902,Schallaburg
243,http://www.wikidata.org/entity/Q398648,Aguntum
244,http://www.wikidata.org/entity/Q421084,Akropolismuseum
245,http://www.wikidata.org/entity/Q361792,Nederlands Architectuurinstituut
246,http://www.wikidata.org/entity/Q431431,Singer Laren
247,http://www.wikidata.org/entity/Q427665,Musée Charles de Bruyères
248,http://www.wikidata.org/entity/Q314082,Niedersächsisches Landesmuseum Hannover
249,http://www.wikidata.org/entity/Q314441,Museum Ostwall
250,http://www.wikidata.org/entity/Q314446,Tränenpalast
251,http://www.wikidata.org/entity/Q314818,Neue Kammern
252,http://www.wikidata.org/entity/Q315050,Afghanisches Museum Hamburg
253,http://www.wikidata.org/entity/Q315089,Schloss Drachenburg
254,http://www.wikidata.org/entity/Q315187,Buddenbrookhaus
255,http://www.wikidata.org/entity/Q315644,Deutscher Dom
256,http://www.wikidata.org/entity/Q315894,Klingspor-Museum
257,http://www.wikidata.org/entity/Q316137,Melanchthonhaus Wittenberg
258,http://www.wikidata.org/entity/Q316298,Ottoneum
259,http://www.wikidata.org/entity/Q317306,Deutsches Ledermuseum
260,http://www.wikidata.org/entity/Q317959,Burg Dankwarderode
261,http://www.wikidata.org/entity/Q318084,Beethoven-Haus
262,http://www.wikidata.org/entity/Q318174,Museum Europäischer Kulturen
263,http://www.wikidata.org/entity/Q318614,Rheinisches Landesmuseum Bonn
264,http://www.wikidata.org/entity/Q318809,Deutsches Auswandererhaus
265,http://www.wikidata.org/entity/Q319046,Schloss Altenburg
266,http://www.wikidata.org/entity/Q320780,Deutsches Brauereimuseum
267,http://www.wikidata.org/entity/Q321088,Mathematisch-Physikalischer Salon
268,http://www.wikidata.org/entity/Q321229,Holstentor
269,http://www.wikidata.org/entity/Q321337,Hegelhaus
270,http://www.wikidata.org/entity/Q321783,Cecilienhof
271,http://www.wikidata.org/entity/Q323280,Museum für Abgüsse Klassischer Bildwerke
272,http://www.wikidata.org/entity/Q324263,Münzkabinett
273,http://www.wikidata.org/entity/Q324658,Kunsthalle Düsseldorf
274,http://www.wikidata.org/entity/Q328036,Zisterzienserabtei Schöntal
275,http://www.wikidata.org/entity/Q334575,Üblacker-Häusl
276,http://www.wikidata.org/entity/Q336153,Abwasser- und Sielmuseum
277,http://www.wikidata.org/entity/Q371836,Museum Würth
278,http://www.wikidata.org/entity/Q372030,Erzgebirgsmuseum
279,http://www.wikidata.org/entity/Q390508,Gedenkstätte Berlin-Hohenschönhausen
280,http://www.wikidata.org/entity/Q394429,Agnes-Miegel-Haus
281,http://www.wikidata.org/entity/Q396139,Barnim Panorama
282,http://www.wikidata.org/entity/Q409578,Aischgründer Karpfenmuseum
283,http://www.wikidata.org/entity/Q422975,Handweberei „Henni Jaensch-Zeymer“
284,http://www.wikidata.org/entity/Q422985,Aktives Museum Faschismus und Widerstand in Berlin
285,http://www.wikidata.org/entity/Q422988,Aktives Museum Spiegelgasse
286,http://www.wikidata.org/entity/Q394832,Agneskloster
287,http://www.wikidata.org/entity/Q347676,Memorial of the Victims of Communism and of the Resistance
288,http://www.wikidata.org/entity/Q331488,Abrittus
289,http://www.wikidata.org/entity/Q458904,Museum of the Hungarian Language
290,http://www.wikidata.org/entity/Q488688,Antoine-Wiertz-Museum
291,http://www.wikidata.org/entity/Q511024,Lumina Domestica
292,http://www.wikidata.org/entity/Q522604,Heilig-Blut-Basilika
293,http://www.wikidata.org/entity/Q435492,Alte Burg von Lieto
294,http://www.wikidata.org/entity/Q490622,Sederholm-Haus
295,http://www.wikidata.org/entity/Q443626,Düppeler Mühle
296,http://www.wikidata.org/entity/Q473434,Schloss Sonderburg
297,http://www.wikidata.org/entity/Q490485,H. C. Andersens Hus
298,http://www.wikidata.org/entity/Q491297,Schloss Nyborg
299,http://www.wikidata.org/entity/Q454019,Salzbergwerk Wieliczka
300,http://www.wikidata.org/entity/Q534403,Europäisches Zentrum der Solidarność
301,http://www.wikidata.org/entity/Q457908,Il Giardino
302,http://www.wikidata.org/entity/Q474122,San Domenico
303,http://www.wikidata.org/entity/Q486382,Engelsburg
304,http://www.wikidata.org/entity/Q510071,Collections of the Palazzo Massimo alle Terme
305,http://www.wikidata.org/entity/Q518412,Museo Diocesano di Palermo
306,http://www.wikidata.org/entity/Q527433,Museo Nazionale Storico degli Alpini
307,http://www.wikidata.org/entity/Q435702,Alte Kirche (St. Bartholomä)
308,http://www.wikidata.org/entity/Q470385,Amethystwelt Maissau
309,http://www.wikidata.org/entity/Q491197,Burg Heidenreichstein
310,http://www.wikidata.org/entity/Q494695,Burg Plankenstein
311,http://www.wikidata.org/entity/Q505873,Wien Museum
312,http://www.wikidata.org/entity/Q506199,Schloss Eckartsau
313,http://www.wikidata.org/entity/Q508815,Carnuntum
314,http://www.wikidata.org/entity/Q536582,Schloss Niederweiden
315,http://www.wikidata.org/entity/Q445864,Vista Alegre
316,http://www.wikidata.org/entity/Q474171,Fundatiehuis (Teyler)
317,http://www.wikidata.org/entity/Q474563,Teylers Museum
318,http://www.wikidata.org/entity/Q484899,Velorama
319,http://www.wikidata.org/entity/Q485692,Van Deinse Instituut
320,http://www.wikidata.org/entity/Q493160,Museum Ons’ Lieve Heer op Solder
321,http://www.wikidata.org/entity/Q479218,Mémorial de la Shoah
322,http://www.wikidata.org/entity/Q465746,American Museum in Britain
323,http://www.wikidata.org/entity/Q540718,Worcester Porcelain Museum
324,http://www.wikidata.org/entity/Q436381,Alte Wasserkunst
325,http://www.wikidata.org/entity/Q439212,Altes Grassimuseum
326,http://www.wikidata.org/entity/Q441928,Literaturmuseum der Moderne
327,http://www.wikidata.org/entity/Q447441,Bergpark Wilhelmshöhe
328,http://www.wikidata.org/entity/Q448702,Sächsisches Industriemuseum
329,http://www.wikidata.org/entity/Q449280,Fridericianum
330,http://www.wikidata.org/entity/Q452362,Hessisches Landesmuseum Darmstadt
331,http://www.wikidata.org/entity/Q455354,Deutsches Schifffahrtsmuseum
332,http://www.wikidata.org/entity/Q457196,Dialog im Dunkeln
333,http://www.wikidata.org/entity/Q458586,Jura-Museum
334,http://www.wikidata.org/entity/Q459493,Augusteum und Lutherhaus Wittenberg
335,http://www.wikidata.org/entity/Q463748,Karl-Marx-Haus
336,http://www.wikidata.org/entity/Q464416,Neanderthal Museum
337,http://www.wikidata.org/entity/Q466256,U-Boot-Bunker Valentin
338,http://www.wikidata.org/entity/Q468169,Suermondt-Ludwig-Museum
339,http://www.wikidata.org/entity/Q468496,Reiss-Engelhorn-Museen
340,http://www.wikidata.org/entity/Q469084,Klimahaus Bremerhaven
341,http://www.wikidata.org/entity/Q469234,Museumszentrum Berlin-Dahlem
342,http://www.wikidata.org/entity/Q473831,Schloss Mosigkau
343,http://www.wikidata.org/entity/Q473832,Paläontologisches Museum München
344,http://www.wikidata.org/entity/Q473848,Porzellansammlung
345,http://www.wikidata.org/entity/Q474841,Gutenberg-Museum
346,http://www.wikidata.org/entity/Q477607,Schloss vor Husum
347,http://www.wikidata.org/entity/Q481219,Amtshaus (Grünsfeld)
348,http://www.wikidata.org/entity/Q499901,Wilhelm-Hack-Museum
349,http://www.wikidata.org/entity/Q501944,Wendisches Museum
350,http://www.wikidata.org/entity/Q510343,Museum Koenig
351,http://www.wikidata.org/entity/Q520455,Alpines Museum
352,http://www.wikidata.org/entity/Q525226,Musterhaus Am Horn
353,http://www.wikidata.org/entity/Q526098,Deutsches Medizinhistorisches Museum
354,http://www.wikidata.org/entity/Q529069,Museum Bochum – Kunstsammlung
355,http://www.wikidata.org/entity/Q531028,Schloss Moyland
356,http://www.wikidata.org/entity/Q538183,Angermuseum
357,http://www.wikidata.org/entity/Q542084,Vorderasiatisches Museum Berlin
358,http://www.wikidata.org/entity/Q457453,Villa Tugendhat
359,http://www.wikidata.org/entity/Q474468,Jüdische Zeremonienhalle Prag
360,http://www.wikidata.org/entity/Q439345,Altes Rathaus (Brașov)
361,http://www.wikidata.org/entity/Q503387,Felskirchen von Iwanowo
362,http://www.wikidata.org/entity/Q1212583,Mátra Múzeum
363,http://www.wikidata.org/entity/Q1213245,Móra Ferenc Múzeum
364,http://www.wikidata.org/entity/Q1213361,Q1213361
365,http://www.wikidata.org/entity/Q1214926,Nagykunsági tájház
366,http://www.wikidata.org/entity/Q1216363,Nemes Endre Museum
367,http://www.wikidata.org/entity/Q1219985,Q1219985
368,http://www.wikidata.org/entity/Q1220076,Ferenc Nádasdy Museum
369,http://www.wikidata.org/entity/Q1220554,Ungarndeutsches Museum
370,http://www.wikidata.org/entity/Q1221309,Q1221309
371,http://www.wikidata.org/entity/Q1226141,Q1226141
372,http://www.wikidata.org/entity/Q1226161,National Educational Library and Museum
373,http://www.wikidata.org/entity/Q1228714,Paloczmuseum
374,http://www.wikidata.org/entity/Q1232675,Q1232675
375,http://www.wikidata.org/entity/Q1233387,Pesterzsébeti Múzeum
376,http://www.wikidata.org/entity/Q1234354,Q1234354
377,http://www.wikidata.org/entity/Q1216084,maison d'Érasme
378,http://www.wikidata.org/entity/Q1222097,Villa Borghese Pinciana
379,http://www.wikidata.org/entity/Q1224820,Museo Annigoni
380,http://www.wikidata.org/entity/Q1228199,Palazzo Corsini al Parione
381,http://www.wikidata.org/entity/Q1228306,Palazzo delle Arti di Napoli
382,http://www.wikidata.org/entity/Q1229314,Kulturfabrik Hainburg
383,http://www.wikidata.org/entity/Q1231893,Diözesanmuseum Klagenfurt
384,http://www.wikidata.org/entity/Q1231897,Diözesanmuseum Graz
385,http://www.wikidata.org/entity/Q1208561,Diamantenmuseum in Amsterdam
386,http://www.wikidata.org/entity/Q1229917,Hôtel de Salm
387,http://www.wikidata.org/entity/Q1205617,Deutsches Feuerwehr-Museum
388,http://www.wikidata.org/entity/Q1205623,"3F Deutsches Museum für Foto-, Film- und Fernsehtechnik"
389,http://www.wikidata.org/entity/Q1205630,Deutsches Fleischermuseum
390,http://www.wikidata.org/entity/Q1205644,Deutsches Freimaurer-Museum
391,http://www.wikidata.org/entity/Q1205649,Deutsches Gartenbaumuseum
392,http://www.wikidata.org/entity/Q1205661,Deutsches Glasmalerei-Museum
393,http://www.wikidata.org/entity/Q1205666,Deutsches Goldschmiedehaus
394,http://www.wikidata.org/entity/Q1205668,Deutsches Harmonikamuseum
395,http://www.wikidata.org/entity/Q1205697,Deutsches Hirtenmuseum
396,http://www.wikidata.org/entity/Q1205711,Deutsches Höhlenmuseum Iserlohn
397,http://www.wikidata.org/entity/Q1205757,Deutsches Kabarettarchiv
398,http://www.wikidata.org/entity/Q1205760,Deutsches Kartoffelmuseum
399,http://www.wikidata.org/entity/Q1205762,Deutsches Kameramuseum
400,http://www.wikidata.org/entity/Q1205770,Deutsches Kleingärtnermuseum
401,http://www.wikidata.org/entity/Q1205774,Deutsches Klingenmuseum
402,http://www.wikidata.org/entity/Q1205777,Deutsches Knopfmuseum
403,http://www.wikidata.org/entity/Q1205779,Deutsches Kochbuchmuseum
404,http://www.wikidata.org/entity/Q1205786,Deutsches Kolonialmuseum
405,http://www.wikidata.org/entity/Q1205822,Deutsches Marinemuseum
406,http://www.wikidata.org/entity/Q1205830,Deutsches Meeresmuseum
407,http://www.wikidata.org/entity/Q1205841,Deutsches Museum Bonn
408,http://www.wikidata.org/entity/Q1205844,Deutsches Musikautomaten-Museum
409,http://www.wikidata.org/entity/Q1205854,Deutsches Märchen- und Wesersagenmuseum
410,http://www.wikidata.org/entity/Q1205882,Deutsches Phonomuseum
411,http://www.wikidata.org/entity/Q1205883,Deutsches Pferdemuseum
