wikidata_id_35121,geonames_id_1235565,True
wikidata_id_38840,geonames_id_2112809,True
wikidata_id_36294,geonames_id_1229048,True
wikidata_id_11862,geonames_id_1395632,True
wikidata_id_42218,geonames_id_1167464,True
wikidata_id_37446,geonames_id_667197,True
wikidata_id_26508,geonames_id_543889,True
wikidata_id_15444,geonames_id_1411997,True
wikidata_id_16742,geonames_id_959860,True
wikidata_id_11557,geonames_id_539433,True
wikidata_id_12963,geonames_id_531905,True
wikidata_id_19604,geonames_id_1230556,True
wikidata_id_40484,geonames_id_85199,True
wikidata_id_17489,geonames_id_938632,True
wikidata_id_11136,geonames_id_532428,True
wikidata_id_42327,geonames_id_544970,True
wikidata_id_18033,geonames_id_1001949,True
wikidata_id_13075,geonames_id_1410376,True
wikidata_id_40706,geonames_id_2533944,True
wikidata_id_40906,geonames_id_45451,True
wikidata_id_12484,geonames_id_1395246,True
wikidata_id_14488,geonames_id_960174,True
wikidata_id_36819,geonames_id_1408662,True
wikidata_id_12215,geonames_id_532424,True
wikidata_id_34947,geonames_id_667226,True
wikidata_id_26226,geonames_id_1235283,True
wikidata_id_22739,geonames_id_662859,True
wikidata_id_10069,geonames_id_190084,True
wikidata_id_10046,geonames_id_543980,True
wikidata_id_10183,geonames_id_549096,True
wikidata_id_10201,geonames_id_532429,True
wikidata_id_10204,geonames_id_544053,True
wikidata_id_10330,geonames_id_543824,True
wikidata_id_10375,geonames_id_1235515,True
wikidata_id_10272,geonames_id_549096,True
wikidata_id_10372,geonames_id_1169134,True
wikidata_id_10414,geonames_id_543811,True
wikidata_id_10431,geonames_id_544101,True
wikidata_id_10466,geonames_id_1235471,True
wikidata_id_44291,geonames_id_544044,True
wikidata_id_10586,geonames_id_554915,True
wikidata_id_10493,geonames_id_1410226,True
wikidata_id_10600,geonames_id_546523,True
wikidata_id_44240,geonames_id_957619,True
wikidata_id_43624,geonames_id_1169117,True
wikidata_id_43513,geonames_id_824386,True
wikidata_id_10680,geonames_id_85205,True
wikidata_id_10710,geonames_id_543874,True
wikidata_id_10712,geonames_id_545400,True
wikidata_id_10745,geonames_id_84992,True
wikidata_id_43173,geonames_id_667047,True
wikidata_id_43583,geonames_id_635804,True
wikidata_id_10954,geonames_id_336621,True
wikidata_id_43268,geonames_id_544116,True
wikidata_id_43454,geonames_id_544097,True
wikidata_id_42831,geonames_id_961985,True
wikidata_id_42879,geonames_id_2139567,True
wikidata_id_42939,geonames_id_340269,True
wikidata_id_11273,geonames_id_543945,True
wikidata_id_42736,geonames_id_343592,True
wikidata_id_11409,geonames_id_712160,True
wikidata_id_42516,geonames_id_2115127,True
wikidata_id_11424,geonames_id_902033,True
wikidata_id_11546,geonames_id_549144,True
wikidata_id_11519,geonames_id_85191,True
wikidata_id_11626,geonames_id_540741,True
wikidata_id_42515,geonames_id_2115681,True
wikidata_id_11689,geonames_id_543948,True
wikidata_id_11730,geonames_id_177400,True
wikidata_id_11939,geonames_id_531898,True
wikidata_id_11945,geonames_id_543797,True
wikidata_id_11965,geonames_id_549037,True
wikidata_id_12348,geonames_id_1403259,True
wikidata_id_11904,geonames_id_177408,True
wikidata_id_11929,geonames_id_1410418,True
wikidata_id_12121,geonames_id_543778,True
wikidata_id_11959,geonames_id_543908,True
wikidata_id_11960,geonames_id_532436,True
wikidata_id_12728,geonames_id_85191,True
wikidata_id_12887,geonames_id_1410370,True
wikidata_id_12164,geonames_id_1233452,True
wikidata_id_11943,geonames_id_532478,True
wikidata_id_12466,geonames_id_2622637,True
wikidata_id_12482,geonames_id_1002034,True
wikidata_id_12799,geonames_id_544204,True
wikidata_id_12920,geonames_id_1167468,True
wikidata_id_10132,geonames_id_543521,False
wikidata_id_10166,geonames_id_2110517,False
wikidata_id_10391,geonames_id_555435,False
wikidata_id_11617,geonames_id_1409085,False
wikidata_id_11725,geonames_id_544031,False
wikidata_id_11889,geonames_id_420477,False
wikidata_id_11897,geonames_id_1064145,False
wikidata_id_12298,geonames_id_763228,False
wikidata_id_12342,geonames_id_1410336,False
wikidata_id_12882,geonames_id_1131112,False
wikidata_id_12954,geonames_id_532393,False
wikidata_id_13063,geonames_id_51150,False
wikidata_id_13106,geonames_id_532387,False
wikidata_id_13485,geonames_id_942462,False
wikidata_id_13865,geonames_id_539797,False
wikidata_id_14602,geonames_id_1233250,False
wikidata_id_14897,geonames_id_867492,False
wikidata_id_15010,geonames_id_1235657,False
wikidata_id_15504,geonames_id_544053,False
wikidata_id_15594,geonames_id_1233585,False
wikidata_id_15613,geonames_id_1220853,False
wikidata_id_15682,geonames_id_835504,False
wikidata_id_16100,geonames_id_1147586,False
wikidata_id_16138,geonames_id_647390,False
wikidata_id_16564,geonames_id_902995,False
wikidata_id_16700,geonames_id_875489,False
wikidata_id_16726,geonames_id_660634,False
wikidata_id_17296,geonames_id_1000713,False
wikidata_id_17364,geonames_id_1147361,False
wikidata_id_17429,geonames_id_85866,False
wikidata_id_17677,geonames_id_89624,False
wikidata_id_18001,geonames_id_1233789,False
wikidata_id_18142,geonames_id_640581,False
wikidata_id_18276,geonames_id_1223368,False
wikidata_id_18278,geonames_id_1233444,False
wikidata_id_18280,geonames_id_1222498,False
wikidata_id_18645,geonames_id_2110462,False
wikidata_id_18772,geonames_id_1231622,False
wikidata_id_18958,geonames_id_667135,False
wikidata_id_18979,geonames_id_635834,False
wikidata_id_18997,geonames_id_1000713,False
wikidata_id_19048,geonames_id_938632,False
wikidata_id_19184,geonames_id_337200,False
wikidata_id_19207,geonames_id_336543,False
wikidata_id_19620,geonames_id_1000713,False
wikidata_id_19645,geonames_id_1388320,False
wikidata_id_20309,geonames_id_662614,False
wikidata_id_20491,geonames_id_662300,False
wikidata_id_20789,geonames_id_2113727,False
wikidata_id_21352,geonames_id_1005581,False
wikidata_id_21359,geonames_id_2112870,False
wikidata_id_21509,geonames_id_1235413,False
wikidata_id_21594,geonames_id_635842,False
wikidata_id_21771,geonames_id_2110457,False
wikidata_id_22320,geonames_id_669429,False
wikidata_id_22772,geonames_id_535600,False
wikidata_id_22967,geonames_id_544873,False
wikidata_id_23446,geonames_id_1216616,False
wikidata_id_23783,geonames_id_570979,False
wikidata_id_23976,geonames_id_608193,False
wikidata_id_20885,geonames_id_2056282,False
wikidata_id_40265,geonames_id_2578094,False
wikidata_id_39086,geonames_id_1687128,False
wikidata_id_26346,geonames_id_730273,False
wikidata_id_35283,geonames_id_2450693,False
wikidata_id_33047,geonames_id_1597185,False
wikidata_id_31888,geonames_id_1351911,False
wikidata_id_34651,geonames_id_2061149,False
wikidata_id_12316,geonames_id_1845959,False
wikidata_id_21448,geonames_id_2158311,False
wikidata_id_18168,geonames_id_1246408,False
wikidata_id_30763,geonames_id_1246395,False
wikidata_id_44187,geonames_id_2720524,False
wikidata_id_18600,geonames_id_1075691,False
wikidata_id_39282,geonames_id_1601989,False
wikidata_id_43739,geonames_id_2688935,False
wikidata_id_23074,geonames_id_2039331,False
wikidata_id_36111,geonames_id_2358091,False
wikidata_id_27261,geonames_id_791906,False
wikidata_id_22535,geonames_id_1379956,False
wikidata_id_15800,geonames_id_2202227,False
wikidata_id_10657,geonames_id_478771,False
wikidata_id_34499,geonames_id_444819,False
wikidata_id_32949,geonames_id_329380,False
wikidata_id_33787,geonames_id_2016886,False
wikidata_id_21681,geonames_id_2079386,False
wikidata_id_42559,geonames_id_887858,False
wikidata_id_33251,geonames_id_2769562,False
wikidata_id_36391,geonames_id_1979482,False
wikidata_id_23750,geonames_id_2469675,False
wikidata_id_35943,geonames_id_1669708,False
wikidata_id_17838,geonames_id_1923178,False
wikidata_id_22444,geonames_id_659802,False
wikidata_id_20010,geonames_id_1915916,False
wikidata_id_20450,geonames_id_2003277,False
wikidata_id_10293,geonames_id_2719059,False
wikidata_id_18841,geonames_id_1859358,False
wikidata_id_29994,geonames_id_822635,False
wikidata_id_19426,geonames_id_1297111,False
wikidata_id_37245,geonames_id_2583545,False
wikidata_id_37579,geonames_id_1885903,False
wikidata_id_24692,geonames_id_1132411,False
wikidata_id_40617,geonames_id_591873,False
wikidata_id_19022,geonames_id_2373929,False
wikidata_id_15824,geonames_id_900220,False
wikidata_id_39040,geonames_id_2503189,False
wikidata_id_10939,geonames_id_405464,False
wikidata_id_18910,geonames_id_1467541,False
wikidata_id_42734,geonames_id_2135910,False
wikidata_id_25306,geonames_id_2168930,False
wikidata_id_39319,geonames_id_482279,False
wikidata_id_35361,geonames_id_2484009,False
wikidata_id_25135,geonames_id_78625,False
wikidata_id_36416,geonames_id_55803,False
wikidata_id_19320,geonames_id_1545255,False
wikidata_id_20474,geonames_id_746646,False
wikidata_id_27005,geonames_id_1355549,False
wikidata_id_22221,geonames_id_2114105,False
wikidata_id_39074,geonames_id_1776953,False
wikidata_id_31095,geonames_id_378105,False
wikidata_id_18183,geonames_id_2165158,False
wikidata_id_41230,geonames_id_2585380,False
wikidata_id_23608,geonames_id_2456892,False
wikidata_id_19595,geonames_id_1674299,False
wikidata_id_26893,geonames_id_914012,False
wikidata_id_11432,geonames_id_752271,False
wikidata_id_12479,geonames_id_1931402,False
wikidata_id_14197,geonames_id_337498,False
wikidata_id_22703,geonames_id_131131,False
wikidata_id_20317,geonames_id_2286211,False
wikidata_id_26915,geonames_id_551260,False
wikidata_id_36914,geonames_id_2340003,False
wikidata_id_10068,geonames_id_2205501,False
wikidata_id_20225,geonames_id_1562473,False
wikidata_id_26867,geonames_id_2769408,False
wikidata_id_15765,geonames_id_1482598,False
wikidata_id_40327,geonames_id_2343195,False
wikidata_id_34883,geonames_id_670661,False
wikidata_id_44057,geonames_id_218407,False
wikidata_id_14578,geonames_id_783565,False
wikidata_id_34580,geonames_id_2224560,False
wikidata_id_22309,geonames_id_1946120,False
wikidata_id_22926,geonames_id_1466991,False
wikidata_id_29074,geonames_id_2785103,False
wikidata_id_12029,geonames_id_1040629,False
wikidata_id_32470,geonames_id_2660044,False
wikidata_id_34351,geonames_id_2363509,False
wikidata_id_14060,geonames_id_2397946,False
wikidata_id_33509,geonames_id_2133943,False
wikidata_id_32689,geonames_id_784457,False
wikidata_id_18484,geonames_id_1328674,False
wikidata_id_24431,geonames_id_900340,False
wikidata_id_18879,geonames_id_375017,False
wikidata_id_38002,geonames_id_2286972,False
wikidata_id_33272,geonames_id_2776930,False
wikidata_id_26543,geonames_id_790034,False
wikidata_id_20055,geonames_id_762678,False
wikidata_id_24731,geonames_id_516082,False
wikidata_id_10196,geonames_id_771776,False
wikidata_id_17502,geonames_id_1987196,False
wikidata_id_43855,geonames_id_203817,False
wikidata_id_26885,geonames_id_1975105,False
wikidata_id_29891,geonames_id_645663,False
wikidata_id_23096,geonames_id_2227648,False
wikidata_id_35411,geonames_id_1933194,False
wikidata_id_32262,geonames_id_1151992,False
wikidata_id_12859,geonames_id_1371090,False
wikidata_id_39531,geonames_id_412781,False
wikidata_id_14126,geonames_id_1938785,False
wikidata_id_33690,geonames_id_2544203,False
wikidata_id_35928,geonames_id_108217,False
wikidata_id_29876,geonames_id_2168440,False
wikidata_id_42891,geonames_id_598307,False
wikidata_id_20622,geonames_id_1603676,False
wikidata_id_12940,geonames_id_7465,False
wikidata_id_24263,geonames_id_1918512,False
wikidata_id_19625,geonames_id_2177365,False
wikidata_id_33798,geonames_id_768292,False
wikidata_id_37566,geonames_id_448865,False
wikidata_id_25161,geonames_id_107202,False
wikidata_id_34325,geonames_id_2307311,False
wikidata_id_41135,geonames_id_81687,False
wikidata_id_12455,geonames_id_2242910,False
wikidata_id_41903,geonames_id_605527,False
wikidata_id_17440,geonames_id_1920203,False
wikidata_id_11453,geonames_id_494943,False
wikidata_id_18409,geonames_id_94431,False
wikidata_id_19910,geonames_id_2010998,False
wikidata_id_11522,geonames_id_1744250,False
wikidata_id_21272,geonames_id_701658,False
wikidata_id_18844,geonames_id_1236173,False
wikidata_id_24279,geonames_id_2479642,False
wikidata_id_42029,geonames_id_1355251,False
wikidata_id_33876,geonames_id_2559516,False
wikidata_id_31016,geonames_id_438093,False
wikidata_id_32877,geonames_id_1820502,False
wikidata_id_42057,geonames_id_2161029,False
wikidata_id_29819,geonames_id_2026611,False
wikidata_id_23719,geonames_id_751582,False
wikidata_id_39553,geonames_id_2708442,False
wikidata_id_20427,geonames_id_32391,False
wikidata_id_15200,geonames_id_2162214,False
wikidata_id_29680,geonames_id_64787,False
wikidata_id_42293,geonames_id_2297739,False
wikidata_id_35866,geonames_id_2198002,False
wikidata_id_17380,geonames_id_315304,False
wikidata_id_32760,geonames_id_1017343,False
wikidata_id_31173,geonames_id_2558018,False
wikidata_id_31883,geonames_id_247549,False
wikidata_id_41347,geonames_id_1968414,False
wikidata_id_30411,geonames_id_201104,False
wikidata_id_20697,geonames_id_1016596,False
wikidata_id_19870,geonames_id_383042,False
wikidata_id_40481,geonames_id_1018976,False
wikidata_id_12573,geonames_id_325765,False
wikidata_id_10924,geonames_id_2331412,False
wikidata_id_10354,geonames_id_2516231,False
wikidata_id_12043,geonames_id_1195209,False
wikidata_id_35902,geonames_id_500623,False
wikidata_id_25217,geonames_id_930829,False
wikidata_id_19825,geonames_id_1092456,False
wikidata_id_29907,geonames_id_937,False
wikidata_id_33188,geonames_id_798718,False
wikidata_id_10349,geonames_id_631968,False
wikidata_id_43840,geonames_id_1089483,False
wikidata_id_43719,geonames_id_918862,False
wikidata_id_37183,geonames_id_6358,False
wikidata_id_39843,geonames_id_977594,False
wikidata_id_44147,geonames_id_1920367,False
wikidata_id_44104,geonames_id_279715,False
wikidata_id_29073,geonames_id_2082295,False
wikidata_id_11206,geonames_id_451968,False
wikidata_id_29425,geonames_id_2642971,False
wikidata_id_27021,geonames_id_278609,False
wikidata_id_32272,geonames_id_393077,False
wikidata_id_37223,geonames_id_1333792,False
wikidata_id_23134,geonames_id_892297,False
wikidata_id_30633,geonames_id_1745978,False
wikidata_id_15486,geonames_id_685649,False
wikidata_id_25389,geonames_id_1089756,False
wikidata_id_11177,geonames_id_1061073,False
wikidata_id_19032,geonames_id_2032071,False
wikidata_id_14571,geonames_id_1097820,False
wikidata_id_25454,geonames_id_2625884,False
wikidata_id_18013,geonames_id_1413149,False
wikidata_id_19503,geonames_id_1444697,False
wikidata_id_33947,geonames_id_2620018,False
wikidata_id_31542,geonames_id_419056,False
wikidata_id_28016,geonames_id_2358489,False
wikidata_id_40445,geonames_id_1426329,False
wikidata_id_15245,geonames_id_532256,False
wikidata_id_22839,geonames_id_527870,False
wikidata_id_11594,geonames_id_532382,False
wikidata_id_16771,geonames_id_1755191,False
wikidata_id_29168,geonames_id_2380207,False
wikidata_id_31394,geonames_id_73267,False
wikidata_id_18138,geonames_id_637924,False
wikidata_id_37110,geonames_id_2038846,False
wikidata_id_22489,geonames_id_731285,False
wikidata_id_33918,geonames_id_743257,False
